user_id,book_id,rating
325813,6461,5
438614,6229,4
379668,6144,4
73955,1271,2
203170,968,5
255567,1604,5
302315,7502,5
421231,536,4
242121,7200,5
68166,6206,5
29321,1526,5
152555,7464,0
133636,1013,5
380479,7198,3
340944,6699,5
6584,8081,4
81480,1012,5
434212,1602,3
396924,1574,2
219771,1555,4
395088,12744,4
296491,2867,5
422917,438,1
9880,1592,4
16194,255,0
366407,786,5
401255,18724,3
30503,1200,3
344181,7491,5
60536,12487,5
175915,13350,4
126970,6216,5
143069,6805,1
110302,1574,5
164942,1234,5
115003,1086,4
282974,2327,3
162677,6008,5
85922,8612,4
435380,18288,4
236166,3974,4
399489,4477,2
239344,1471,4
162399,417,3
349247,12851,4
253074,255,5
113339,19531,2
341371,2617,5
325723,1602,4
111479,939,5
240146,5712,4
160335,8000,4
7289,6791,3
73640,14576,3
250706,613,5
49765,924,5
41250,19492,4
80522,8462,4
154519,4990,3
9880,15090,4
155648,14794,3
52465,19559,5
373744,6452,3
241130,12177,4
59181,7492,4
202495,1597,4
125382,407,4
164872,613,5
41794,9853,5
190304,1370,0
328807,9757,5
45633,2513,5
294976,8000,4
212162,7972,5
53773,7221,4
94798,6452,5
210877,1202,4
24152,7476,1
347342,1010,3
69833,7050,5
195528,1387,4
124456,1678,3
122879,944,5
359017,6452,5
178901,1020,3
352936,6421,5
434400,862,1
271194,7503,5
340314,6971,4
7289,998,2
102310,7220,3
256418,19492,3
36474,14599,3
253887,858,2
277040,2824,3
427393,671,4
394321,677,5
75904,446,5
156498,1020,5
98016,6206,3
258584,301,4
382112,1546,3
104387,999,5
207972,637,4
224379,19532,4
325723,2867,3
322127,7464,4
209953,609,5
317452,19445,4
196510,236,4
1372,1210,4
412250,999,4
263171,6127,4
179001,236,4
59983,7200,5
80871,410,5
115328,547,4
54369,2295,5
386711,7005,4
76743,1387,4
211265,13366,4
20563,1312,4
329672,1004,5
285512,5236,4
395323,7490,4
161270,6801,5
86412,7518,2
51013,16247,4
253571,7049,4
176753,6868,4
60627,7048,5
235624,6451,4
166263,7492,4
14922,1011,4
209530,1386,4
258391,297,4
115760,6227,5
435508,6412,4
9017,17248,4
99050,1594,4
262494,21711,4
33019,13563,4
430571,692,4
442480,1597,3
223174,7993,5
296909,8154,5
10462,16524,3
186075,1386,5
280227,7173,4
401656,1012,4
104088,26421,4
91127,19519,4
387878,7348,5
6954,8381,5
43598,2327,4
285297,1211,4
98631,1563,3
439617,6699,1
435212,14872,4
193954,7057,4
92543,1574,5
304213,1391,4
403173,8081,2
51864,12744,3
133800,1601,4
73840,13353,5
440535,1079,5
254140,17480,4
414946,1312,5
316210,1387,5
253887,6452,5
196903,7050,3
408851,4988,4
56219,941,5
66840,13228,1
288276,6183,5
234580,578,5
320926,1370,4
233077,4988,2
71672,7212,1
272342,1271,5
16194,536,5
305964,1473,5
331126,8001,4
152510,14799,3
412121,10024,2
208053,6421,4
352992,6186,2
168291,8120,5
404775,11078,4
154116,14648,5
391475,7460,3
90058,14799,5
49343,536,3
405396,19431,4
418127,998,4
317962,17631,1
18427,790,4
114157,197,3
230048,1465,3
115862,4767,4
298037,7351,4
303551,1358,4
148211,7517,2
52317,1601,2
219337,13295,3
246716,7476,2
397485,1283,4
270724,105,0
178152,1000,0
119344,19431,4
258486,7460,5
75844,4768,4
8250,1067,4
242279,6338,5
183269,8120,4
92094,1067,3
198195,1211,5
49699,370,5
69833,13366,4
126982,13429,1
271194,16517,5
325558,7049,5
133690,1597,5
132667,7348,4
402650,19492,3
111479,1592,4
438483,1594,4
356994,7503,3
257493,7219,4
159646,297,5
237524,1366,5
186280,1234,4
191011,7300,3
414946,1465,4
230048,1313,5
19513,8450,3
282202,8101,5
352141,609,2
71655,1386,2
394307,197,3
195855,1621,5
223412,19532,4
114782,1004,5
421142,1572,4
382365,1347,2
118418,7492,2
128258,6982,4
397425,7457,3
131304,6230,3
336024,1116,3
246687,407,3
112346,1012,5
267290,578,5
369144,26173,5
114610,6801,2
254140,1626,2
1894,968,5
433459,1202,4
96010,197,3
299855,12967,2
324445,7071,4
216311,410,5
64759,1097,3
97108,6174,3
217107,19431,5
163006,12877,4
224808,6803,4
393055,19431,5
322024,1526,5
288840,13429,3
421794,1554,4
203077,6338,5
19948,5239,5
384577,7492,3
81482,6836,5
315827,19519,4
125105,7173,4
279192,9757,5
13618,1002,5
145928,1205,4
331680,5238,5
394563,7166,4
176871,7972,4
236339,1546,5
307138,13547,3
336494,1590,3
282531,6965,5
326589,19531,4
165677,1010,3
12290,2057,3
5616,13552,5
297458,7464,5
25904,637,3
36474,1604,5
292031,7492,4
173029,1614,4
51798,12966,4
45358,1471,3
88757,7222,5
64759,5467,4
135246,19473,4
103888,1611,4
166263,7341,3
128863,7005,5
154680,1009,2
140690,1203,5
48985,1212,5
251293,6412,3
117839,1450,4
393529,6803,4
207972,1626,3
162776,1546,4
286257,6989,5
416814,19503,5
441498,14794,5
308959,7487,2
332259,14671,5
214824,998,5
418529,427,5
41250,2057,4
248144,13312,4
313640,2513,5
189451,1386,4
133636,7503,5
424969,13541,3
179404,4477,5
235287,6865,4
99975,862,2
331680,5422,5
165857,10298,5
49117,7491,5
355964,407,4
155648,1627,4
393908,7475,3
798,772,4
28634,19531,4
196129,6982,5
148221,1555,3
270724,8001,0
160160,7048,5
84798,7993,4
298043,7998,3
88757,7473,3
305003,26173,4
31202,1233,2
290538,1678,3
427393,821,4
99443,1386,5
205107,12851,5
434212,255,3
192613,1386,3
211509,7511,3
41149,1007,5
52115,1673,5
186075,1603,5
172834,12681,4
72894,1123,4
424567,19531,5
33458,7452,5
111436,1457,4
69220,13295,5
309111,1606,5
325813,5235,4
207036,7198,3
431766,7106,5
49024,1471,4
341830,10232,3
58198,14831,5
33800,1508,5
437105,1678,4
99975,1504,5
109252,1387,5
6584,6970,4
236339,1234,5
302213,19531,5
19595,12972,2
798,1007,2
382256,7490,4
151000,1210,1
344210,22567,4
268010,7499,3
302793,7466,5
70009,671,4
158277,19492,5
199934,692,5
237706,2617,5
433076,1508,4
322453,23801,0
30503,1116,5
287795,6216,5
56947,325,4
163306,66,1
70316,7469,5
36688,17248,4
93228,21711,4
39816,430,4
435320,545,4
442039,5236,4
106155,7972,5
1216,12487,4
53511,5422,5
403173,8001,4
163306,12972,2
62438,1116,3
295615,1079,4
191613,18647,5
9880,7469,4
33924,1007,2
42843,14872,4
95415,10297,3
29873,7502,1
155823,11078,5
426793,1473,5
205495,1604,4
65670,7099,4
310971,16043,5
125027,1457,4
96847,7008,4
371125,22567,2
218771,1473,5
156136,7212,5
215561,1009,2
316622,126,5
327518,1202,1
335882,14671,5
102212,13353,3
65608,19996,5
345645,7998,3
382112,1320,3
271875,1370,3
167403,10298,3
187670,1504,5
125382,3639,5
115568,14871,4
67275,126,3
10832,12851,4
14244,17480,4
166718,1605,5
345145,1210,4
119502,7936,4
225781,1408,2
111436,5239,5
158679,943,5
99084,1471,5
66083,1473,5
110693,862,4
397425,18724,3
280555,6481,5
358902,536,5
215561,255,4
275124,8425,4
13872,7212,4
263881,7955,4
182483,7200,4
95737,1211,3
406406,5239,4
379831,791,5
197943,7955,5
152555,8101,4
71520,6144,2
223174,438,2
221276,1458,4
198144,10298,5
356994,5803,4
368352,1605,4
206897,939,5
8250,14960,4
143069,1678,1
36157,5467,4
424847,1312,5
344755,19489,3
155787,7099,4
58198,791,5
127763,19532,5
200878,968,5
51422,7048,4
134458,1614,2
310852,968,3
306946,12710,3
421551,8450,4
347254,18696,4
383743,6914,4
142351,924,3
374176,1370,4
128334,446,4
54641,7057,3
442480,370,4
115961,1678,3
27961,21926,5
11392,7998,4
229851,1210,3
27171,1628,5
407572,944,5
88347,6970,4
52887,7049,3
326921,7237,3
211265,6915,2
349247,1554,4
440854,1402,4
130623,1370,4
34069,6421,3
278435,10298,5
347254,7008,4
58402,609,3
268010,1604,4
315361,14871,5
65408,772,5
246687,14648,2
59418,7517,3
235194,1435,2
136186,23815,5
43757,536,3
52887,5238,4
256961,6477,4
222533,14841,3
84934,19489,5
439574,14799,4
435398,80,5
341371,2805,4
83875,332,5
393529,7464,4
436808,14871,4
296252,1320,5
383015,1210,3
135935,1370,5
73838,1471,4
113822,1525,4
155540,9757,4
176871,4767,5
406643,18264,4
159939,1614,5
235417,4477,4
171158,6008,4
437914,772,5
330532,6989,5
434400,536,4
14717,7517,2
269703,6206,4
237548,7473,4
8695,6700,5
405396,6084,3
295922,1526,3
413536,301,3
99050,1574,5
380170,430,5
219492,6482,5
118215,6699,1
286622,998,5
363087,7221,3
94766,475,5
414946,16247,4
248121,1408,4
331680,7473,5
195528,7968,3
244017,22567,3
20943,1116,2
310971,7503,5
61926,1430,4
322484,1386,4
130104,619,4
158679,13366,3
83902,5770,4
177297,6805,4
442199,2824,5
439639,6914,4
209953,5467,5
298723,1233,4
19948,19519,4
67455,536,5
122627,545,3
145486,6716,5
124933,1368,4
4815,1604,4
116461,12923,4
76703,1072,5
99975,7198,3
376109,12744,5
250204,12851,5
20934,8801,4
57881,1408,5
438614,943,4
280555,19503,2
430898,12744,4
148407,19535,4
181511,19519,4
256418,6412,5
200050,7170,4
303752,1387,4
437730,7502,5
436629,1578,5
175091,8673,4
178953,1511,5
306993,5770,5
383180,14917,4
315827,7503,4
54922,1473,5
218771,80,5
260982,1611,5
208242,6805,4
128845,13228,5
71411,446,4
154680,13098,4
439617,4768,3
11608,197,4
401140,786,3
28634,6969,4
83902,1205,4
418127,7475,3
19948,7492,2
275194,6084,3
64759,1611,3
51152,1264,4
114782,1011,4
196125,1473,5
432497,547,2
423186,10297,4
68139,613,5
433738,7490,4
313407,4767,4
242279,6360,5
104073,1621,2
170123,786,5
400564,1521,1
284024,1714,5
73838,307,4
7409,1007,4
253532,12487,5
16828,66,4
302726,1471,4
60627,7049,5
338774,1000,3
272153,8101,5
104486,7503,5
252903,1523,4
200878,6959,2
285512,12517,5
60627,7051,5
441911,598,4
14717,609,4
86412,1007,5
42843,609,4
399106,6452,5
154116,1605,3
442199,7051,5
388475,1386,5
110812,1366,3
38918,1226,3
75844,6522,3
415879,1597,3
64759,1494,4
50398,6969,4
414148,7198,2
249030,7457,3
295401,7071,4
1894,1494,4
316542,21080,5
401699,1603,3
206558,5584,5
96354,15090,4
291829,6914,1
90556,1210,1
111436,1537,4
87837,7166,3
112726,5456,4
239344,547,4
210406,66,4
198461,5456,5
85922,410,5
255803,197,3
433606,1387,3
94798,9853,5
214581,7198,3
289878,12681,5
138520,7955,5
430571,13295,4
427393,13295,4
304213,6522,3
185291,6965,1
242279,6477,5
161750,19489,4
90552,18650,5
205385,10298,5
8358,14576,5
363013,6186,3
359915,7994,3
27371,1320,5
428054,13366,3
282722,5236,3
199939,1628,4
250334,7238,3
154519,1242,3
194701,1264,4
310852,7197,3
73496,51,4
421912,19298,5
397208,13429,5
353020,1312,4
60325,5463,5
27371,1408,5
440090,407,5
6805,1458,4
78078,18724,5
102310,6791,2
424847,14804,5
218339,7461,3
52115,6915,5
15947,898,5
10871,12177,4
86888,13366,3
166860,21926,3
78078,7284,3
250638,5239,4
442147,1387,4
285512,6412,5
242575,1611,4
20173,924,4
143956,853,4
433459,7457,3
250021,5467,3
270222,1233,5
6805,12962,4
406471,4767,3
196054,1009,4
197943,1597,3
32665,1007,4
145673,6461,5
150961,26421,5
13618,10298,4
92051,417,3
313640,1210,1
303617,7106,3
257378,19503,4
434212,1408,5
11971,7166,3
94789,1542,4
288840,6338,4
250543,19489,3
122887,1423,4
101040,7432,5
64750,1313,2
66840,1116,2
29501,446,4
258486,1604,5
149027,12858,5
308378,1386,4
2888,1601,2
160794,1352,4
51725,14871,3
59957,12744,2
207036,1312,5
239416,12110,3
436672,7457,2
408381,1366,4
34867,13353,4
30225,8462,5
319281,7049,5
215507,12744,5
280555,2867,4
82124,446,5
406043,8000,5
151370,1402,5
105292,6865,4
250706,7161,4
65954,13228,4
54641,6422,4
284899,3304,4
288240,1387,5
215561,8126,4
33004,1012,4
441263,6183,5
402049,6008,5
98639,1508,5
42818,1402,4
114419,14871,4
168566,13213,3
56219,5465,0
76560,1010,4
345773,7048,3
335882,7476,4
322626,1621,3
178549,10297,5
376109,1563,5
182280,1599,5
12290,1408,4
129991,8612,5
349739,1473,4
275124,2617,4
38579,1368,4
302491,21452,4
342023,12110,5
236069,6969,3
118099,13190,4
366774,1358,5
169859,578,4
57543,609,5
154116,1494,5
369144,412,5
253549,410,4
353745,6350,3
11904,16517,2
33458,23815,5
51798,1496,4
8482,7475,5
152510,19473,3
322869,1200,3
298723,1603,4
76703,1391,3
337852,1283,4
389646,6144,2
30212,13098,4
151304,1545,3
179901,997,5
51152,619,3
69810,6803,5
85401,1004,4
253887,2513,5
293229,7461,3
96010,1473,4
70687,5456,4
9003,1370,3
368306,19531,4
2674,2577,3
67455,1116,3
279539,1312,5
263881,1504,3
18183,461,5
305702,8425,5
367840,637,5
30503,1358,2
84934,7195,5
250021,1013,2
426169,21452,5
111439,1088,2
433503,1386,5
